name,school,nces_id,district,category,posting_type,salary_link,city,address,zip,grades,school_type,student_count,school_type2
Teacher Kindergarten - Bilingual in English and Spanish(2025-2026) - (25002691),Paragon Mills Elementary,470318001356,Metro Nashville Public Schools,Early Childhood,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,260 Paragon Mills Rd,37211,"['1', '2', '3', '4', 'KG', 'PK']",Public,566.0,['Elementary']
Teacher English Learner ES (2025-2026) - (25002698),Paragon Mills Elementary,470318001356,Metro Nashville Public Schools,English as a Second Language (ESL),School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,260 Paragon Mills Rd,37211,"['1', '2', '3', '4', 'KG', 'PK']",Public,566.0,['Elementary']
Teacher English Learner Secondary (2025-2026) - (25002273),Cane Ridge High School,470318002142,Metro Nashville Public Schools,English as a Second Language (ESL),School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Antioch,12848 Old Hickory Blvd,37013,"['10', '11', '12', '9']",Public,1948.0,['High']
CTE- Computer Science Teacher (2025-2026 School Year),Central Magnet School,470369002247,Rutherford County,Computer Science,School,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,Murfreesboro,701 East Main St,37130,"['10', '11', '12', '6', '7', '8', '9']",Public,1210.0,"['Middle', 'High']"
Teacher Grade 6 English Language (2025-2026) - (25001646),Donelson Middle,470318001243,Metro Nashville Public Schools,Language Arts,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,110 Stewarts Ferry Pike,37214,"['6', '7', '8']",Public,439.0,['Middle']
Teacher Grade 6 Science (2025-2026) - (25002401),Haynes Middle,470318001696,Metro Nashville Public Schools,Science,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,510 West Trinity Ln,37207,"['6', '7', '8']",Public,291.0,['Middle']
Teacher Science Biology (2025-2026) - (25001898),Hunters Lane High,470318001961,Metro Nashville Public Schools,Science,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,1150 Hunters Ln,37207,"['10', '11', '12', '9']",Public,1466.0,['High']
Teacher Health Physical Education ES (2025-2026) - (25003445),J. E. Moss Elementary,470318001986,Metro Nashville Public Schools,Health & Physical Education,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Antioch,4701 Bowfield Dr,37013,"['1', '2', '3', '4', 'KG', 'PK']",Public,664.0,['Elementary']
Teacher Grade 1 - SY 2025-26 - (25002068),J. E. Moss Elementary,470318001986,Metro Nashville Public Schools,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Antioch,4701 Bowfield Dr,37013,"['1', '2', '3', '4', 'KG', 'PK']",Public,664.0,['Elementary']
Theatre Arts Teacher (2025-2026 School Year),LaVergne Middle School,470369002072,Rutherford County,Theater,School,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,La Vergne,382 Stone River Rd,37086,"['6', '7', '8']",Public,1091.0,['Middle']
Teacher Ex Ed Interventionist (2025-2026) - (25002427),Bellevue Middle,470318001261,Metro Nashville Public Schools,Special Education (General),School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,655 Colice Jeanne Rd,37221,"['6', '7', '8']",Public,509.0,['Middle']
Teacher Grade 8 English Language Arts - (2025-2026) - (25001768),Bellevue Middle,470318001261,Metro Nashville Public Schools,Language Arts,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,655 Colice Jeanne Rd,37221,"['6', '7', '8']",Public,509.0,['Middle']
Teacher Grade 4 (2025-2026) - (25002534),Cumberland Elementary,470318001281,Metro Nashville Public Schools,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,4247 Cato Rd,37218,"['1', '2', '3', '4', '5', 'KG']",Public,438.0,['Elementary']
Teacher Ex Ed Interventionist (2025-2026) - (25002539),Cumberland Elementary,470318001281,Metro Nashville Public Schools,Special Education (General),School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,4247 Cato Rd,37218,"['1', '2', '3', '4', '5', 'KG']",Public,438.0,['Elementary']
Teacher English Learner ES (2025-2026) - (25002527),Cumberland Elementary,470318001281,Metro Nashville Public Schools,English as a Second Language (ESL),School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,4247 Cato Rd,37218,"['1', '2', '3', '4', '5', 'KG']",Public,438.0,['Elementary']
Teacher Grade 3 (2025-2026) - (25002533),Cumberland Elementary,470318001281,Metro Nashville Public Schools,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,4247 Cato Rd,37218,"['1', '2', '3', '4', '5', 'KG']",Public,438.0,['Elementary']
Teacher English Learner ES (2025-2026) - (25003097),Haywood Elementary,470318001313,Metro Nashville Public Schools,English as a Second Language (ESL),School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,3790 Turley Dr,37211,"['1', '2', '3', '4', 'KG', 'PK']",Public,575.0,['Elementary']
Teacher Grade 2 (2025-2026) - (25002846),Haywood Elementary,470318001313,Metro Nashville Public Schools,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,3790 Turley Dr,37211,"['1', '2', '3', '4', 'KG', 'PK']",Public,575.0,['Elementary']
Teacher Music Band (2025-2026) - (25003199),Hillsboro High,470318001318,Metro Nashville Public Schools,Music: Instrumental/general,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,3812 Hillsboro Pike,37215,"['10', '11', '12', '9']",Public,1227.0,['High']
Teacher Exceptional Education Interventionist (2025-2026) - (25002892),Hillsboro High,470318001318,Metro Nashville Public Schools,Special Education (General),School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,3812 Hillsboro Pike,37215,"['10', '11', '12', '9']",Public,1227.0,['High']
Teacher Career Technical Education Engineering (2025-2026) - (25002897),Maplewood High,470318001337,Metro Nashville Public Schools,Career and Technical Education,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,401 Walton Ln,37216,"['10', '11', '12', '9']",Public,691.0,['High']
Teacher Ex Ed Comprehensive (2025-2026) - (25002253),Norman Binkley Elementary,470318001353,Metro Nashville Public Schools,Special Education (Comprehensive),School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,4700 West Longdale Dr,37211,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,668.0,['Elementary']
Teacher Health Physical Education ES (2025-2026) - (25002247),Norman Binkley Elementary,470318001353,Metro Nashville Public Schools,Health & Physical Education,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,4700 West Longdale Dr,37211,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,668.0,['Elementary']
Teacher Grade 8 Social Studies (Personal Finance) (2025-2026) - (25003162),Martin Luther King Jr School,470318001962,Metro Nashville Public Schools,Social Studies,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,613 17th Avenue North,37203,"['10', '11', '12', '7', '8', '9']",Public,1211.0,"['Middle', 'High']"
Middle School ELA Teacher (2025-2026 School Year),Siegel Middle School,470369001534,Rutherford County,Language Arts,School,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,Murfreesboro,355 West Thompson Ln,37129,"['6', '7', '8']",Public,1185.0,['Middle']
1st Grade Teacher (2025-2026 School Year),LaVergne Lake Elementary School,470369002134,Rutherford County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,LaVergne,201 David's Way,37086,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,858.0,['Elementary']
Teacher Grade 3 (2025-2026) - (25002157),Alex Green Elementary,470318001254,Metro Nashville Public Schools,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Whites Creek,3921 Lloyd Rd,37189,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,424.0,['Elementary']
Teacher Grade 2 (2025-2026) - (25002155),Alex Green Elementary,470318001254,Metro Nashville Public Schools,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Whites Creek,3921 Lloyd Rd,37189,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,424.0,['Elementary']
Teacher Ex Ed Comprehensive - (2025 -2026) - (25001805),West End Middle,470318001382,Metro Nashville Public Schools,Special Education (Comprehensive),School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,3529 West End Ave,37205,"['6', '7', '8']",Public,343.0,['Middle']
Middle School Math Teacher (2025-2026 School Year),Christiana Middle School,470369002037,Rutherford County,Mathematics,School,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,Christiana,4675 Shelbyville Pike,37037,"['6', '7', '8']",Public,1048.0,['Middle']
Possible Growth Middle School Social Studies Teacher (2025-2026 School Year),Whitworth-Buchanan Middle School,470369002253,Rutherford County,Social Studies,School,https://drive.google.com/file/d/1tzQ_-LKsypULxy-UYWeMRcsUXhapl-3n/view,Murfreesboro,555 Manchester Hwy,37127,"['6', '7', '8']",Public,759.0,['Middle']
4th Grade Teacher,,,Cheatham County,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1YgPzOsmX82-wSvC89LJzhsj0J-s-OrSu/view,,,,,,,
High School Mathematics Teacher,,,Cheatham County,Mathematics,District,https://drive.google.com/file/d/1YgPzOsmX82-wSvC89LJzhsj0J-s-OrSu/view,,,,,,,
Middle School Special Education Interventionist,,,Cheatham County,Special Education (General),District,https://drive.google.com/file/d/1YgPzOsmX82-wSvC89LJzhsj0J-s-OrSu/view,,,,,,,
High School Science,,,Cheatham County,Science,District,https://drive.google.com/file/d/1YgPzOsmX82-wSvC89LJzhsj0J-s-OrSu/view,,,,,,,
Middle School Physical Education/Health,,,Cheatham County,Health & Physical Education,District,https://drive.google.com/file/d/1YgPzOsmX82-wSvC89LJzhsj0J-s-OrSu/view,,,,,,,
Teacher Ex Ed Interventionist (2025-2026) - (24007757),Amqui Elementary,470318001255,Metro Nashville Public Schools,Special Education (General),School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Madison,319 Anderson Ln,37115,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,510.0,['Elementary']
Teacher English Learner Secondary (2025-2026) - (25002012),Amqui Elementary,470318001255,Metro Nashville Public Schools,English as a Second Language (ESL),School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Madison,319 Anderson Ln,37115,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,510.0,['Elementary']
Teacher Ex Ed Interventionist (2025-2026) - (25003102),Cole Elementary,470318001277,Metro Nashville Public Schools,Special Education (General),School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Antioch,5060 Colemont Dr,37013,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,786.0,['Elementary']
Teacher English Learner ES (2025-2026) - (25002969),Cole Elementary,470318001277,Metro Nashville Public Schools,English as a Second Language (ESL),School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Antioch,5060 Colemont Dr,37013,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,786.0,['Elementary']
Teacher Grade 4 (2025-2026) - (25002601),Glengarry Elementary,470318001301,Metro Nashville Public Schools,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,200 Finley Dr,37217,"['1', '2', '3', '4', 'KG', 'PK']",Public,364.0,['Elementary']
Teacher Grade 2 (2025-2026) - (25003443),Glengarry Elementary,470318001301,Metro Nashville Public Schools,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,200 Finley Dr,37217,"['1', '2', '3', '4', 'KG', 'PK']",Public,364.0,['Elementary']
Teacher Grade 2 (2025-2026) - (25002642),Tom Joy Elementary,470318001373,Metro Nashville Public Schools,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,2201 Jones Ave,37207,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,456.0,['Elementary']
Teacher Computer (2025-2026) - (25002878),Tom Joy Elementary,470318001373,Metro Nashville Public Schools,Computer Science,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,2201 Jones Ave,37207,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,456.0,['Elementary']
Teacher Grade 5 (2025-2026) - (25002994),Carter-Lawrence Elementary,470318001379,Metro Nashville Public Schools,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,1118 12th Avenue South,37203,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,186.0,['Elementary']
Teacher Grade 4 (2025-2026) - (25002993),Carter-Lawrence Elementary,470318001379,Metro Nashville Public Schools,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,1118 12th Avenue South,37203,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,186.0,['Elementary']
Teacher Ex Ed Comprehensive (2025-2026) - (25003450),Westmeade Elementary,470318001383,Metro Nashville Public Schools,Special Education (Comprehensive),School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,6641 Clearbrook Dr,37205,"['1', '2', '3', '4', '5', 'KG']",Public,364.0,['Elementary']
Teacher Grade 4 (2025-2026) - (25001732),Westmeade Elementary,470318001383,Metro Nashville Public Schools,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,6641 Clearbrook Dr,37205,"['1', '2', '3', '4', '5', 'KG']",Public,364.0,['Elementary']
Teacher Science Biology (2025-2026) - (25002871),Whites Creek High,470318001386,Metro Nashville Public Schools,Science,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Whites Creek,7277 Old Hickory Blvd,37189,"['10', '11', '12', '9']",Public,587.0,['High']
Teacher English (2025-2026) - (25002884),Whites Creek High,470318001386,Metro Nashville Public Schools,Language Arts,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Whites Creek,7277 Old Hickory Blvd,37189,"['10', '11', '12', '9']",Public,587.0,['High']
Teacher Art (2025-2026) - (25003245),Madison Middle,470318002202,Metro Nashville Public Schools,Visual Arts,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Madison,300 W Old Hickory Blvd,37115,"['6', '7', '8']",Public,400.0,['Middle']
Spec Instructional (2025-2026) - (25003310),Eagle View Elementary School,470318002494,Metro Nashville Public Schools,Reading/Literacy,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Antioch,1470 Eagleview Blvd,37013,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,681.0,['Elementary']
Teacher Grade 1 (2025-2026) - (25003308),Eagle View Elementary School,470318002494,Metro Nashville Public Schools,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Antioch,1470 Eagleview Blvd,37013,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,681.0,['Elementary']
Teacher Science Chemistry (2025-2026) - (25003288),W.A. Bass Alternative Learning Center,470318000299,Metro Nashville Public Schools,Science,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,5200 Delaware Ave,37209,"['10', '11', '12', '9']",Public,89.0,['High']
Instructional Specialist (2025-2026) (0.8) - (25002387),Inglewood Elementary,470318001321,Metro Nashville Public Schools,Reading/Literacy,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,1700 Riverside Dr,37216,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,247.0,['Elementary']
Teacher Ex Ed Comprehensive SY 25-26 - (25001679),Inglewood Elementary,470318001321,Metro Nashville Public Schools,Special Education (Comprehensive),School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,1700 Riverside Dr,37216,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,247.0,['Elementary']
Teacher Grade 2 (2025-2026) - (25002721),John B. Whitsitt Elementary,470318001326,Metro Nashville Public Schools,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,110 Whitsett Rd,37210,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,484.0,['Elementary']
Teacher Kindergarten (2025-2026) - (25003317),John B. Whitsitt Elementary,470318001326,Metro Nashville Public Schools,Early Childhood,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,110 Whitsett Rd,37210,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,484.0,['Elementary']
Teacher English - SY 2025-26 - (25001533),John Overton High,470318001327,Metro Nashville Public Schools,Language Arts,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,4820 Franklin Rd,37220,"['10', '11', '12', '9']",Public,2016.0,['High']
Teacher Ex Ed Interventionist (2025-2026) - (25003140),Napier Elementary,470318001350,Metro Nashville Public Schools,Special Education (General),School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,70 Donelson St,37210,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,310.0,['Elementary']
Teacher Grade 5 (2025-2026) - (25002637),Napier Elementary,470318001350,Metro Nashville Public Schools,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,70 Donelson St,37210,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,310.0,['Elementary']
Teacher Grade 2 (2025-2026) - (25002119),Park Avenue Elementary,470318001357,Metro Nashville Public Schools,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,3703 Park Ave,37209,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,349.0,['Elementary']
Teacher Exceptional Education Comprehensive (2025-2026) - (25002127),Park Avenue Elementary,470318001357,Metro Nashville Public Schools,Special Education (Comprehensive),School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,3703 Park Ave,37209,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,349.0,['Elementary']
Teacher Ex Ed Interventionist (2025-2026) - (25003415),Shwab Elementary,470318001368,Metro Nashville Public Schools,Special Education (General),School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,1500 Dickerson Rd,37207,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,337.0,['Elementary']
Teacher Kindergarten (2025-2026) - (25003362),Shwab Elementary,470318001368,Metro Nashville Public Schools,Early Childhood,School,https://drive.google.com/file/d/1A4h4YNjOMlL-DpqEOltTxSK3dyWsDIrF/view,Nashville,1500 Dickerson Rd,37207,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,337.0,['Elementary']
